Date;Code INSEE région;Région;TMin (°C);TMax (°C);TMoy (°C)
2020-01-06;52;Pays de la Loire;-1.2;9.85;4.32
2019-09-22;52;Pays de la Loire;15.65;22.25;18.95
2019-09-27;52;Pays de la Loire;14.65;20.5;17.58
2019-09-28;52;Pays de la Loire;13.05;21.15;17.1
2020-01-18;52;Pays de la Loire;0.85;10.8;5.82
2019-12-31;52;Pays de la Loire;-1.15;7.75;3.3
2020-01-02;52;Pays de la Loire;8.3;11.1;9.7
2020-01-05;52;Pays de la Loire;2.45;9.55;6.0
2020-01-07;52;Pays de la Loire;8.35;12.45;10.4
2020-01-09;52;Pays de la Loire;10.7;12.95;11.82
2020-01-15;52;Pays de la Loire;7.95;13.0;10.48
2020-01-16;52;Pays de la Loire;3.1;15.15;9.12
2020-02-08;52;Pays de la Loire;7.7;10.7;9.2
2019-09-30;52;Pays de la Loire;9.9;20.3;15.1
2019-10-07;52;Pays de la Loire;8.9;17.05;12.98
2019-10-09;52;Pays de la Loire;11.3;17.5;14.4
2019-10-15;52;Pays de la Loire;10.4;17.45;13.92
2020-01-21;52;Pays de la Loire;-0.1;6.0;2.95
2019-10-17;52;Pays de la Loire;10.15;18.6;14.38
2019-10-21;52;Pays de la Loire;6.3;16.6;11.45
2020-01-26;52;Pays de la Loire;3.15;12.0;7.58
2020-01-28;52;Pays de la Loire;5.65;10.55;8.1
2020-01-30;52;Pays de la Loire;5.25;13.25;9.25
2020-02-01;52;Pays de la Loire;11.35;14.2;12.77
2020-02-03;52;Pays de la Loire;12.0;15.65;13.82
2020-02-14;52;Pays de la Loire;7.4;13.8;10.6
2018-09-11;52;Pays de la Loire;10.0;28.15;19.08
2020-02-06;52;Pays de la Loire;0.65;11.15;5.9
2018-09-16;52;Pays de la Loire;9.0;25.1;17.05
2020-02-22;52;Pays de la Loire;3.45;14.6;9.02
2018-09-23;52;Pays de la Loire;14.4;20.9;17.65
2020-02-23;52;Pays de la Loire;9.45;11.9;10.68
2018-09-24;52;Pays de la Loire;5.3;18.25;11.78
2020-02-25;52;Pays de la Loire;7.2;11.95;9.57
2020-02-29;52;Pays de la Loire;7.1;12.3;9.7
2018-09-30;52;Pays de la Loire;2.9;19.95;11.42
2020-03-04;52;Pays de la Loire;2.75;12.25;7.5
2018-10-07;52;Pays de la Loire;12.25;14.7;13.48
2018-10-14;52;Pays de la Loire;16.65;24.95;20.8
2018-10-21;52;Pays de la Loire;4.6;20.0;12.3
2018-10-22;52;Pays de la Loire;10.05;17.1;13.58
2018-10-24;52;Pays de la Loire;5.35;20.6;12.98
2020-02-12;52;Pays de la Loire;2.85;11.8;7.32
2020-02-13;52;Pays de la Loire;5.55;12.6;9.07
2018-10-26;52;Pays de la Loire;4.3;13.7;9.0
2018-10-28;52;Pays de la Loire;2.45;9.95;6.2
2018-10-30;52;Pays de la Loire;3.25;13.15;8.2
2018-11-02;52;Pays de la Loire;2.1;14.1;8.1
2020-02-24;52;Pays de la Loire;9.85;12.5;11.18
2018-11-05;52;Pays de la Loire;7.55;16.65;12.1
2020-02-26;52;Pays de la Loire;3.3;10.65;6.98
2018-11-10;52;Pays de la Loire;10.6;15.6;13.1
2020-03-01;52;Pays de la Loire;4.25;9.9;7.07
2018-11-12;52;Pays de la Loire;10.1;14.25;12.18
2018-11-15;52;Pays de la Loire;6.85;16.6;11.73
2018-11-19;52;Pays de la Loire;1.2;6.2;3.7
2018-11-23;52;Pays de la Loire;3.45;10.3;6.88
2018-12-04;52;Pays de la Loire;10.1;14.35;12.22
2018-12-06;52;Pays de la Loire;11.7;14.35;13.02
2018-12-15;52;Pays de la Loire;-1.3;11.9;5.3
2020-03-14;52;Pays de la Loire;7.05;14.95;11.0
2020-03-15;52;Pays de la Loire;7.0;15.9;11.45
2020-03-18;52;Pays de la Loire;7.3;18.6;12.95
2018-12-22;52;Pays de la Loire;11.0;13.75;12.38
2020-03-20;52;Pays de la Loire;8.6;20.85;14.72
2018-12-25;52;Pays de la Loire;4.45;9.2;6.82
2018-12-26;52;Pays de la Loire;0.8;4.55;2.68
2018-12-29;52;Pays de la Loire;1.85;8.5;5.18
2019-01-01;52;Pays de la Loire;7.45;9.2;8.32
2019-01-03;52;Pays de la Loire;-1.45;6.7;2.62
2019-01-08;52;Pays de la Loire;7.2;11.75;9.48
2019-01-20;52;Pays de la Loire;3.25;7.7;5.48
2019-01-23;52;Pays de la Loire;2.55;7.15;4.85
2019-01-30;52;Pays de la Loire;1.5;6.2;3.85
2019-02-13;52;Pays de la Loire;-0.25;11.7;5.72
2020-03-06;52;Pays de la Loire;2.75;10.7;6.72
2020-03-10;52;Pays de la Loire;8.05;13.6;10.82
2020-04-02;52;Pays de la Loire;1.3;12.4;6.85
2020-03-16;52;Pays de la Loire;6.65;11.35;9.0
2020-04-06;52;Pays de la Loire;10.2;16.1;13.15
2020-03-22;52;Pays de la Loire;7.25;9.2;8.22
2020-04-09;52;Pays de la Loire;8.15;25.25;16.7
2020-03-27;52;Pays de la Loire;-0.3;14.3;7.0
2020-03-28;52;Pays de la Loire;2.9;15.85;9.38
2020-04-13;52;Pays de la Loire;12.05;20.55;16.3
2019-02-15;52;Pays de la Loire;0.85;16.3;8.57
2019-02-16;52;Pays de la Loire;-0.05;16.95;8.45
2019-02-21;52;Pays de la Loire;3.0;8.7;5.85
2019-02-25;52;Pays de la Loire;1.1;17.15;9.12
2020-03-29;52;Pays de la Loire;5.95;10.35;8.15
2019-03-03;52;Pays de la Loire;11.1;16.35;13.73
2019-03-04;52;Pays de la Loire;6.9;12.45;9.68
2019-03-05;52;Pays de la Loire;5.35;14.8;10.07
2020-04-10;52;Pays de la Loire;10.3;25.85;18.08
2020-04-16;52;Pays de la Loire;11.5;22.7;17.1
2020-04-18;52;Pays de la Loire;9.85;22.9;16.38
2019-03-10;52;Pays de la Loire;9.8;14.25;12.02
2019-03-13;52;Pays de la Loire;4.65;12.6;8.62
2020-05-03;52;Pays de la Loire;13.0;19.85;16.42
2019-03-18;52;Pays de la Loire;3.15;11.65;7.4
2019-03-19;52;Pays de la Loire;3.95;11.85;7.9
2020-05-09;52;Pays de la Loire;15.0;23.7;19.35
2020-05-10;52;Pays de la Loire;14.65;22.75;18.7
2019-03-30;52;Pays de la Loire;5.4;19.6;12.5
2020-04-22;52;Pays de la Loire;10.55;24.3;17.42
2020-04-25;52;Pays de la Loire;11.5;22.6;17.05
2020-05-14;52;Pays de la Loire;5.85;16.45;11.15
2020-05-15;52;Pays de la Loire;6.0;18.55;12.27
2020-05-16;52;Pays de la Loire;6.05;20.8;13.42
2020-05-04;52;Pays de la Loire;12.5;22.6;17.55
2020-05-20;52;Pays de la Loire;11.4;28.05;19.73
2020-05-21;52;Pays de la Loire;13.75;29.85;21.8
2020-05-22;52;Pays de la Loire;16.4;22.75;19.58
2020-05-12;52;Pays de la Loire;5.85;15.1;10.48
2020-05-17;52;Pays de la Loire;7.45;22.05;14.75
2020-05-25;52;Pays de la Loire;12.0;24.5;18.25
2020-05-26;52;Pays de la Loire;13.3;26.5;19.9
2020-05-27;52;Pays de la Loire;15.0;27.45;21.22
2019-10-26;52;Pays de la Loire;10.75;21.5;16.12
2020-05-29;52;Pays de la Loire;14.3;26.7;20.5
2020-06-01;52;Pays de la Loire;14.05;27.8;20.92
2020-06-04;52;Pays de la Loire;12.65;18.3;15.48
2019-11-02;52;Pays de la Loire;11.15;13.75;12.45
2019-11-10;52;Pays de la Loire;3.95;10.05;7.0
2020-06-05;52;Pays de la Loire;10.75;20.05;15.4
2020-06-06;52;Pays de la Loire;11.55;19.5;15.52
2020-06-15;52;Pays de la Loire;13.5;20.25;16.88
2020-06-20;52;Pays de la Loire;11.3;22.7;17.0
2019-11-14;52;Pays de la Loire;2.55;9.3;5.92
2020-06-23;52;Pays de la Loire;13.7;28.9;21.3
2019-11-15;52;Pays de la Loire;0.9;7.3;4.1
2019-11-16;52;Pays de la Loire;5.0;8.4;6.7
2020-06-26;52;Pays de la Loire;18.2;23.6;20.9
2019-11-19;52;Pays de la Loire;-0.45;8.7;4.12
2019-11-28;52;Pays de la Loire;9.85;13.4;11.62
2019-12-05;52;Pays de la Loire;-2.7;0.9;-0.9
2020-06-09;52;Pays de la Loire;9.95;20.5;15.22
2020-06-16;52;Pays de la Loire;13.3;20.15;16.72
2020-06-27;52;Pays de la Loire;15.25;22.8;19.02
2019-12-11;52;Pays de la Loire;4.85;10.5;7.68
2019-12-16;52;Pays de la Loire;8.45;12.0;10.22
2019-12-17;52;Pays de la Loire;7.65;11.2;9.43
2019-12-26;52;Pays de la Loire;5.25;13.6;9.43
2019-12-27;52;Pays de la Loire;10.55;13.0;11.77
2018-02-23;52;Pays de la Loire;-1.8;5.35;1.78
2018-02-24;52;Pays de la Loire;-2.2;5.75;1.78
2018-02-25;52;Pays de la Loire;-1.25;5.75;2.25
2018-02-27;52;Pays de la Loire;-5.7;0.75;-2.47
2018-02-28;52;Pays de la Loire;-7.6;-0.25;-3.92
2018-03-01;52;Pays de la Loire;-3.15;6.95;1.9
2018-03-03;52;Pays de la Loire;2.65;13.55;8.1
2018-03-04;52;Pays de la Loire;5.8;11.6;8.7
2018-03-05;52;Pays de la Loire;3.65;13.2;8.42
2018-03-08;52;Pays de la Loire;4.8;14.2;9.5
2018-03-17;52;Pays de la Loire;1.85;11.5;6.68
2018-03-20;52;Pays de la Loire;-0.3;9.3;4.5
2018-03-28;52;Pays de la Loire;9.85;13.25;11.55
2018-03-30;52;Pays de la Loire;5.05;11.9;8.48
2018-03-31;52;Pays de la Loire;4.0;11.3;7.65
2018-04-02;52;Pays de la Loire;8.75;15.05;11.9
2018-04-04;52;Pays de la Loire;8.25;13.6;10.92
2018-04-06;52;Pays de la Loire;6.2;21.05;13.62
2018-04-10;52;Pays de la Loire;9.3;12.45;10.88
2018-04-17;52;Pays de la Loire;4.35;22.15;13.25
2018-04-20;52;Pays de la Loire;12.15;28.65;20.4
2018-04-22;52;Pays de la Loire;11.0;24.95;17.98
2018-04-23;52;Pays de la Loire;10.35;19.1;14.72
2018-04-30;52;Pays de la Loire;6.8;10.75;8.77
2018-05-04;52;Pays de la Loire;5.45;19.75;12.6
2018-05-08;52;Pays de la Loire;10.9;25.65;18.27
2018-05-09;52;Pays de la Loire;9.75;19.35;14.55
2018-05-11;52;Pays de la Loire;6.5;21.85;14.18
2018-05-18;52;Pays de la Loire;9.4;20.85;15.12
2018-05-19;52;Pays de la Loire;8.9;21.6;15.25
2018-05-20;52;Pays de la Loire;8.75;23.2;15.98
2018-05-22;52;Pays de la Loire;12.7;25.2;18.95
2018-05-24;52;Pays de la Loire;13.35;25.65;19.5
2018-05-31;52;Pays de la Loire;15.25;21.7;18.47
2018-06-04;52;Pays de la Loire;16.35;23.45;19.9
2018-06-08;52;Pays de la Loire;13.65;26.6;20.12
2018-06-11;52;Pays de la Loire;15.5;19.85;17.67
2018-06-13;52;Pays de la Loire;12.0;21.95;16.98
2018-06-16;52;Pays de la Loire;12.05;21.4;16.73
2018-06-17;52;Pays de la Loire;13.95;21.25;17.6
2018-06-23;52;Pays de la Loire;11.9;24.2;18.05
2018-06-24;52;Pays de la Loire;13.75;25.15;19.45
2018-06-29;52;Pays de la Loire;18.35;30.3;24.32
2018-07-02;52;Pays de la Loire;18.6;27.65;23.12
2018-07-03;52;Pays de la Loire;19.0;27.05;23.02
2018-07-04;52;Pays de la Loire;16.25;27.2;21.72
2018-07-08;52;Pays de la Loire;19.4;31.2;25.3
2018-07-19;52;Pays de la Loire;17.7;28.1;22.9
2018-07-26;52;Pays de la Loire;17.65;32.6;25.12
2018-07-27;52;Pays de la Loire;17.35;27.65;22.5
2018-07-28;52;Pays de la Loire;16.8;24.3;20.55
2018-08-01;52;Pays de la Loire;12.75;28.45;20.6
2018-08-02;52;Pays de la Loire;15.55;33.3;24.42
2018-08-19;52;Pays de la Loire;11.75;27.8;19.77
2018-08-21;52;Pays de la Loire;18.15;29.35;23.75
2018-08-22;52;Pays de la Loire;16.85;31.35;24.1
2018-08-29;52;Pays de la Loire;15.95;20.55;18.25
2018-08-31;52;Pays de la Loire;12.9;23.8;18.35
2018-09-03;52;Pays de la Loire;10.55;26.4;18.48
2018-09-05;52;Pays de la Loire;17.0;24.95;20.98
2018-09-06;52;Pays de la Loire;17.0;24.4;20.7
2018-01-05;52;Pays de la Loire;7.35;11.55;9.45
2018-01-19;52;Pays de la Loire;3.4;10.4;6.9
2018-01-20;52;Pays de la Loire;4.2;13.15;8.68
2018-01-22;52;Pays de la Loire;9.8;13.45;11.62
2018-01-24;52;Pays de la Loire;11.8;13.9;12.85
2018-01-25;52;Pays de la Loire;7.2;9.45;8.32
2018-01-30;52;Pays de la Loire;7.7;10.85;9.28
2018-02-01;52;Pays de la Loire;3.15;8.8;5.98
2018-02-02;52;Pays de la Loire;-0.65;8.85;4.1
2018-02-09;52;Pays de la Loire;-1.45;8.15;3.35
2018-02-10;52;Pays de la Loire;-2.9;10.25;3.68
2018-02-11;52;Pays de la Loire;5.6;10.1;7.85
2019-01-22;52;Pays de la Loire;-2.0;8.25;3.12
2020-07-06;52;Pays de la Loire;10.5;23.0;16.75
2020-07-07;52;Pays de la Loire;8.8;24.7;16.75
2020-07-16;52;Pays de la Loire;14.35;23.5;18.92
2020-07-24;52;Pays de la Loire;13.0;26.35;19.68
2020-07-26;52;Pays de la Loire;14.7;25.5;20.1
2020-07-29;52;Pays de la Loire;11.65;28.05;19.85
2020-08-06;52;Pays de la Loire;13.05;35.75;24.4
2020-08-10;52;Pays de la Loire;20.0;35.1;27.55
2020-08-18;52;Pays de la Loire;13.2;26.3;19.75
2020-08-20;52;Pays de la Loire;18.9;29.05;23.98
2020-09-03;52;Pays de la Loire;11.4;26.45;18.92
2020-09-04;52;Pays de la Loire;11.15;28.55;19.85
2020-09-24;52;Pays de la Loire;9.25;17.85;13.55
2020-09-30;52;Pays de la Loire;13.9;19.75;16.82
2020-10-10;52;Pays de la Loire;8.25;16.0;12.12
2020-10-11;52;Pays de la Loire;9.55;15.45;12.5
2020-10-14;52;Pays de la Loire;4.15;14.6;9.38
2020-10-28;52;Pays de la Loire;10.25;15.4;12.82
2020-11-12;52;Pays de la Loire;6.55;16.05;11.3
2020-11-13;52;Pays de la Loire;9.8;16.8;13.3
2020-11-18;52;Pays de la Loire;4.95;17.15;11.05
2019-04-06;52;Pays de la Loire;5.6;12.2;8.9
2020-11-20;52;Pays de la Loire;0.35;11.95;6.15
2019-04-08;52;Pays de la Loire;2.7;16.75;9.72
2020-11-26;52;Pays de la Loire;3.8;14.8;9.3
2019-04-16;52;Pays de la Loire;9.15;17.3;13.22
2020-11-30;52;Pays de la Loire;0.35;8.95;4.65
2019-04-17;52;Pays de la Loire;6.3;19.95;13.12
2020-12-02;52;Pays de la Loire;1.7;8.8;5.25
2019-04-29;52;Pays de la Loire;4.0;17.15;10.58
2019-05-03;52;Pays de la Loire;6.4;16.55;11.48
2019-05-14;52;Pays de la Loire;8.3;20.65;14.48
2019-05-16;52;Pays de la Loire;7.8;19.15;13.48
2019-05-19;52;Pays de la Loire;9.75;17.15;13.45
2019-05-20;52;Pays de la Loire;9.1;20.1;14.6
2019-05-21;52;Pays de la Loire;8.1;22.45;15.27
2019-05-29;52;Pays de la Loire;5.95;18.7;12.32
2019-06-02;52;Pays de la Loire;12.5;28.95;20.72
2019-06-04;52;Pays de la Loire;13.35;21.5;17.42
2019-06-06;52;Pays de la Loire;7.6;19.75;13.68
2019-06-08;52;Pays de la Loire;11.15;19.65;15.4
2019-06-14;52;Pays de la Loire;8.65;21.75;15.2
2019-07-04;52;Pays de la Loire;16.0;31.2;23.6
2019-07-11;52;Pays de la Loire;18.1;29.45;23.78
2019-07-20;52;Pays de la Loire;16.65;26.6;21.62
2019-07-21;52;Pays de la Loire;15.35;28.2;21.78
2019-07-24;52;Pays de la Loire;20.6;36.7;28.65
2019-07-25;52;Pays de la Loire;21.45;37.3;29.38
2019-07-27;52;Pays de la Loire;16.05;24.8;20.42
2019-08-08;52;Pays de la Loire;14.4;30.2;22.3
2019-08-15;52;Pays de la Loire;16.4;23.45;19.92
2019-08-21;52;Pays de la Loire;12.6;26.65;19.62
2019-08-25;52;Pays de la Loire;14.7;29.8;22.25
2019-09-02;52;Pays de la Loire;8.05;23.55;15.8
2019-09-05;52;Pays de la Loire;9.5;19.7;14.6
2019-09-11;52;Pays de la Loire;10.2;23.35;16.77
2019-09-13;52;Pays de la Loire;11.55;27.15;19.35
2019-09-14;52;Pays de la Loire;15.9;28.55;22.22
2019-09-15;52;Pays de la Loire;13.65;30.05;21.85
2019-09-24;52;Pays de la Loire;15.2;21.9;18.55
2019-10-01;52;Pays de la Loire;15.7;20.95;18.32
2019-10-06;52;Pays de la Loire;14.0;19.6;16.8
2019-10-10;52;Pays de la Loire;11.4;19.75;15.58
2019-10-28;52;Pays de la Loire;8.6;12.25;10.42
2019-10-29;52;Pays de la Loire;9.05;12.7;10.88
2019-10-31;52;Pays de la Loire;12.0;14.9;13.45
2019-11-06;52;Pays de la Loire;7.3;13.85;10.58
2020-07-04;52;Pays de la Loire;13.25;20.65;16.95
2020-07-05;52;Pays de la Loire;16.95;23.5;20.22
2020-07-08;52;Pays de la Loire;10.85;28.05;19.45
2019-11-18;52;Pays de la Loire;0.3;10.75;5.52
2020-07-12;52;Pays de la Loire;12.6;26.25;19.42
2020-07-14;52;Pays de la Loire;12.35;24.55;18.45
2020-07-20;52;Pays de la Loire;15.3;28.25;21.78
2019-12-04;52;Pays de la Loire;-1.3;6.85;2.78
2020-07-28;52;Pays de la Loire;15.65;24.7;20.18
2020-08-03;52;Pays de la Loire;14.7;25.1;19.9
2020-08-08;52;Pays de la Loire;20.65;35.2;27.92
2020-08-11;52;Pays de la Loire;20.5;35.1;27.8
2019-12-06;52;Pays de la Loire;-0.5;11.15;5.32
2019-12-19;52;Pays de la Loire;10.7;15.95;13.32
2019-12-20;52;Pays de la Loire;8.35;12.2;10.27
2019-12-23;52;Pays de la Loire;7.3;13.4;10.35
2019-12-28;52;Pays de la Loire;6.55;10.05;8.3
2018-09-13;52;Pays de la Loire;16.35;20.85;18.6
2020-08-24;52;Pays de la Loire;11.65;23.7;17.68
2020-08-29;52;Pays de la Loire;10.65;18.55;14.6
2018-09-19;52;Pays de la Loire;14.2;25.7;19.95
2018-09-20;52;Pays de la Loire;13.75;25.65;19.7
2018-10-11;52;Pays de la Loire;13.55;21.95;17.75
2018-10-12;52;Pays de la Loire;11.75;24.7;18.23
2018-10-13;52;Pays de la Loire;15.85;25.9;20.88
2018-10-18;52;Pays de la Loire;12.8;21.75;17.27
2018-10-31;52;Pays de la Loire;4.1;11.95;8.02
2018-11-01;52;Pays de la Loire;8.25;13.95;11.1
2018-11-04;52;Pays de la Loire;3.05;14.05;8.55
2018-11-08;52;Pays de la Loire;3.5;12.9;8.2
2018-11-09;52;Pays de la Loire;7.95;15.6;11.77
2018-11-11;52;Pays de la Loire;10.5;13.15;11.82
2018-11-14;52;Pays de la Loire;4.45;14.95;9.7
2018-11-18;52;Pays de la Loire;2.65;9.2;5.92
2018-11-21;52;Pays de la Loire;-3.25;7.65;2.2
2018-11-27;52;Pays de la Loire;1.2;12.15;6.68
2018-12-09;52;Pays de la Loire;9.6;13.2;11.4
2018-12-19;52;Pays de la Loire;7.15;10.9;9.02
2020-09-06;52;Pays de la Loire;8.75;20.35;14.55
2020-09-07;52;Pays de la Loire;8.05;24.05;16.05
2019-01-02;52;Pays de la Loire;5.05;8.0;6.52
2020-09-11;52;Pays de la Loire;13.75;25.95;19.85
2020-09-14;52;Pays de la Loire;15.55;34.1;24.83
2019-01-06;52;Pays de la Loire;3.25;5.9;4.58
2020-09-17;52;Pays de la Loire;18.3;30.6;24.45
2019-01-11;52;Pays de la Loire;2.25;9.25;5.75
2019-01-14;52;Pays de la Loire;8.55;10.85;9.7
2020-09-25;52;Pays de la Loire;10.0;16.4;13.2
2019-01-17;52;Pays de la Loire;3.45;10.25;6.85
2020-10-05;52;Pays de la Loire;11.1;15.5;13.3
2020-10-12;52;Pays de la Loire;3.3;15.0;9.15
2019-02-18;52;Pays de la Loire;1.0;13.05;7.02
2019-02-20;52;Pays de la Loire;1.45;13.25;7.35
2019-02-22;52;Pays de la Loire;0.8;19.55;10.18
2019-02-26;52;Pays de la Loire;2.0;19.6;10.8
2019-02-27;52;Pays de la Loire;2.55;22.2;12.38
2020-10-26;52;Pays de la Loire;5.55;14.95;10.25
2020-10-27;52;Pays de la Loire;7.1;15.35;11.23
2019-03-12;52;Pays de la Loire;2.85;12.75;7.8
2020-10-29;52;Pays de la Loire;11.8;17.25;14.52
2019-03-14;52;Pays de la Loire;7.15;12.45;9.8
2020-10-31;52;Pays de la Loire;7.05;18.45;12.75
2019-03-15;52;Pays de la Loire;10.65;13.8;12.22
2020-11-02;52;Pays de la Loire;11.65;17.9;14.77
2019-03-17;52;Pays de la Loire;5.8;11.85;8.82
2019-03-25;52;Pays de la Loire;1.0;13.95;7.48
2020-11-29;52;Pays de la Loire;2.25;11.9;7.08
2018-02-21;52;Pays de la Loire;3.45;7.75;5.6
2018-02-26;52;Pays de la Loire;-3.35;2.05;-0.65
2018-03-07;52;Pays de la Loire;3.45;11.75;7.6
2018-03-12;52;Pays de la Loire;8.9;12.5;10.7
2018-03-18;52;Pays de la Loire;2.85;7.6;5.22
2018-03-21;52;Pays de la Loire;-0.85;8.85;4.0
2018-03-22;52;Pays de la Loire;-2.85;8.4;2.78
2018-03-25;52;Pays de la Loire;5.5;15.75;10.62
2020-01-03;52;Pays de la Loire;9.1;12.5;10.8
2018-04-05;52;Pays de la Loire;5.4;14.85;10.12
2018-04-08;52;Pays de la Loire;10.5;16.5;13.5
2020-01-11;52;Pays de la Loire;1.95;10.0;5.98
2018-04-21;52;Pays de la Loire;14.8;27.8;21.3
2018-04-24;52;Pays de la Loire;5.05;19.75;12.4
2018-04-26;52;Pays de la Loire;5.15;17.0;11.08
2018-04-28;52;Pays de la Loire;8.35;17.55;12.95
2018-05-01;52;Pays de la Loire;3.0;14.75;8.88
2018-05-02;52;Pays de la Loire;4.9;13.45;9.18
2018-05-13;52;Pays de la Loire;5.65;16.65;11.15
2018-05-16;52;Pays de la Loire;8.3;23.85;16.08
2018-05-21;52;Pays de la Loire;11.35;25.75;18.55
2020-01-22;52;Pays de la Loire;-0.75;7.15;3.2
2018-06-07;52;Pays de la Loire;15.85;24.05;19.95
2020-01-29;52;Pays de la Loire;6.2;12.35;9.27
2020-01-31;52;Pays de la Loire;10.5;13.05;11.77
2018-06-09;52;Pays de la Loire;18.2;25.65;21.92
2020-02-04;52;Pays de la Loire;5.0;11.35;8.18
2020-02-05;52;Pays de la Loire;4.25;10.75;7.5
2018-06-12;52;Pays de la Loire;15.0;21.45;18.22
2018-06-21;52;Pays de la Loire;15.55;23.45;19.5
2018-06-25;52;Pays de la Loire;14.25;27.3;20.78
2018-06-28;52;Pays de la Loire;18.85;29.05;23.95
2018-07-07;52;Pays de la Loire;16.15;30.65;23.4
2018-07-10;52;Pays de la Loire;17.15;28.15;22.65
2018-07-12;52;Pays de la Loire;14.85;26.05;20.45
2018-07-14;52;Pays de la Loire;16.85;30.2;23.52
2018-07-15;52;Pays de la Loire;17.0;30.9;23.95
