Date;Code INSEE région;Région;TMin (°C);TMax (°C);TMoy (°C)
2018-07-22;52;Pays de la Loire;14.85;28.0;21.42
2018-07-25;52;Pays de la Loire;16.45;32.15;24.3
2020-02-17;52;Pays de la Loire;7.25;12.4;9.82
2020-02-18;52;Pays de la Loire;3.25;12.45;7.85
2020-02-20;52;Pays de la Loire;8.25;12.75;10.5
2020-02-21;52;Pays de la Loire;-0.35;11.05;5.35
2018-08-12;52;Pays de la Loire;12.95;27.55;20.25
2018-08-13;52;Pays de la Loire;17.15;24.45;20.8
2018-08-14;52;Pays de la Loire;13.45;24.6;19.02
2018-08-15;52;Pays de la Loire;13.75;27.5;20.62
2018-08-16;52;Pays de la Loire;13.9;27.55;20.72
2020-03-02;52;Pays de la Loire;5.7;10.85;8.28
2018-08-18;52;Pays de la Loire;10.75;25.5;18.12
2020-03-03;52;Pays de la Loire;2.85;10.3;6.57
2020-03-05;52;Pays de la Loire;7.8;13.4;10.6
2018-08-28;52;Pays de la Loire;12.1;30.45;21.28
2018-01-26;52;Pays de la Loire;1.3;11.0;6.15
2018-01-31;52;Pays de la Loire;7.95;10.25;9.1
2020-01-01;52;Pays de la Loire;4.25;10.3;7.28
2020-01-08;52;Pays de la Loire;11.15;12.8;11.98
2018-02-13;52;Pays de la Loire;-0.1;6.1;3.0
2020-01-12;52;Pays de la Loire;6.15;12.25;9.2
2020-01-14;52;Pays de la Loire;10.1;11.95;11.02
2018-01-07;52;Pays de la Loire;5.6;7.65;6.62
2018-01-10;52;Pays de la Loire;6.1;11.9;9.0
2018-01-13;52;Pays de la Loire;2.2;6.15;4.18
2018-01-15;52;Pays de la Loire;3.15;11.7;7.42
2019-02-03;52;Pays de la Loire;-1.05;8.6;3.78
2019-02-04;52;Pays de la Loire;-0.7;4.4;1.85
2020-03-08;52;Pays de la Loire;7.5;13.35;10.42
2020-03-11;52;Pays de la Loire;11.8;17.3;14.55
2020-01-24;52;Pays de la Loire;-0.05;7.1;3.52
2020-01-27;52;Pays de la Loire;8.5;11.2;9.85
2018-09-21;52;Pays de la Loire;14.25;18.55;16.4
2018-09-26;52;Pays de la Loire;7.6;23.9;15.75
2020-02-02;52;Pays de la Loire;11.75;14.45;13.1
2018-10-03;52;Pays de la Loire;14.55;22.4;18.48
2018-10-04;52;Pays de la Loire;9.35;23.25;16.3
2020-02-09;52;Pays de la Loire;6.25;13.45;9.85
2020-02-10;52;Pays de la Loire;8.95;13.35;11.15
2020-02-11;52;Pays de la Loire;6.95;11.35;9.15
2018-10-15;52;Pays de la Loire;13.05;19.95;16.5
2018-10-17;52;Pays de la Loire;6.65;18.25;12.45
2018-10-29;52;Pays de la Loire;1.95;7.4;4.68
2018-11-03;52;Pays de la Loire;-0.15;12.25;6.05
2018-11-13;52;Pays de la Loire;7.85;16.0;11.92
2018-11-16;52;Pays de la Loire;8.2;12.3;10.25
2018-11-17;52;Pays de la Loire;5.05;7.7;6.38
2020-03-30;52;Pays de la Loire;0.8;10.2;5.5
2020-04-01;52;Pays de la Loire;2.45;14.25;8.35
2020-01-04;52;Pays de la Loire;0.35;10.2;5.28
2020-04-07;52;Pays de la Loire;11.05;20.75;15.9
2018-11-25;52;Pays de la Loire;5.6;9.05;7.32
2020-02-15;52;Pays de la Loire;8.55;15.2;11.88
2018-11-26;52;Pays de la Loire;5.7;9.7;7.7
2020-01-10;52;Pays de la Loire;6.9;10.05;8.48
2020-02-16;52;Pays de la Loire;11.3;17.95;14.62
2020-01-13;52;Pays de la Loire;7.35;11.75;9.55
2020-01-17;52;Pays de la Loire;6.15;11.45;8.8
2018-12-03;52;Pays de la Loire;11.2;15.3;13.25
2020-01-19;52;Pays de la Loire;0.8;8.35;4.57
2020-01-20;52;Pays de la Loire;2.2;7.65;4.93
2020-04-19;52;Pays de la Loire;11.2;17.3;14.25
2020-02-28;52;Pays de la Loire;1.55;12.5;7.02
2018-12-16;52;Pays de la Loire;3.4;10.75;7.07
2018-12-18;52;Pays de la Loire;6.2;9.95;8.07
2018-12-24;52;Pays de la Loire;9.95;13.3;11.62
2018-12-27;52;Pays de la Loire;-0.9;4.2;1.65
2018-12-28;52;Pays de la Loire;0.95;5.25;3.1
2018-12-30;52;Pays de la Loire;6.0;10.5;8.25
2019-01-15;52;Pays de la Loire;5.55;9.15;7.35
2020-01-23;52;Pays de la Loire;0.25;4.9;2.58
2020-01-25;52;Pays de la Loire;0.8;12.0;6.4
2019-01-19;52;Pays de la Loire;1.95;9.95;5.95
2019-01-24;52;Pays de la Loire;-1.4;6.9;2.75
2019-01-25;52;Pays de la Loire;4.45;10.65;7.55
2020-02-07;52;Pays de la Loire;0.85;12.15;6.5
2019-01-28;52;Pays de la Loire;3.55;8.45;6.0
2019-02-06;52;Pays de la Loire;7.0;12.1;9.55
2019-02-10;52;Pays de la Loire;7.0;10.65;8.82
2019-02-11;52;Pays de la Loire;3.1;11.1;7.1
2020-04-21;52;Pays de la Loire;10.95;18.85;14.9
2020-03-07;52;Pays de la Loire;3.3;12.85;8.07
2020-04-24;52;Pays de la Loire;11.6;20.95;16.28
2020-03-09;52;Pays de la Loire;4.8;12.25;8.52
2020-03-12;52;Pays de la Loire;9.45;13.75;11.6
2020-04-30;52;Pays de la Loire;8.7;15.4;12.05
2020-05-06;52;Pays de la Loire;10.1;21.6;15.85
2020-03-23;52;Pays de la Loire;4.65;16.6;10.62
2020-02-19;52;Pays de la Loire;6.7;11.8;9.25
2020-03-25;52;Pays de la Loire;1.55;14.05;7.8
2020-02-27;52;Pays de la Loire;5.05;13.25;9.15
2019-02-23;52;Pays de la Loire;4.55;17.9;11.23
2019-03-07;52;Pays de la Loire;6.65;12.75;9.7
2020-05-18;52;Pays de la Loire;8.1;24.8;16.45
2020-03-31;52;Pays de la Loire;3.0;13.2;8.1
2020-05-24;52;Pays de la Loire;6.8;22.6;14.7
2020-04-04;52;Pays de la Loire;2.8;18.6;10.7
2020-04-05;52;Pays de la Loire;6.35;22.0;14.18
2020-04-08;52;Pays de la Loire;10.0;23.45;16.73
2020-04-11;52;Pays de la Loire;7.65;26.75;17.2
2020-04-12;52;Pays de la Loire;7.85;25.15;16.5
2020-06-03;52;Pays de la Loire;14.7;26.3;20.5
2020-04-14;52;Pays de la Loire;4.8;16.05;10.42
2019-03-09;52;Pays de la Loire;9.35;14.5;11.92
2019-03-21;52;Pays de la Loire;3.2;16.35;9.77
2019-03-26;52;Pays de la Loire;0.35;14.15;7.25
2020-03-13;52;Pays de la Loire;1.25;13.15;7.2
2019-03-31;52;Pays de la Loire;4.3;20.95;12.62
2020-03-17;52;Pays de la Loire;8.2;16.2;12.2
2020-03-19;52;Pays de la Loire;6.45;21.35;13.9
2020-03-21;52;Pays de la Loire;8.45;11.7;10.07
2020-03-24;52;Pays de la Loire;2.95;15.85;9.4
2020-03-26;52;Pays de la Loire;2.05;12.0;7.02
2018-02-16;52;Pays de la Loire;1.95;9.2;5.57
2018-02-17;52;Pays de la Loire;4.35;11.95;8.15
2018-02-19;52;Pays de la Loire;6.55;11.0;8.77
2018-03-02;52;Pays de la Loire;4.3;10.25;7.28
2020-04-20;52;Pays de la Loire;12.1;17.65;14.88
2020-04-23;52;Pays de la Loire;8.7;22.85;15.77
2020-04-26;52;Pays de la Loire;9.45;23.4;16.42
2020-04-27;52;Pays de la Loire;9.3;20.65;14.98
2020-04-28;52;Pays de la Loire;12.0;18.3;15.15
2020-06-19;52;Pays de la Loire;11.9;21.0;16.45
2020-05-07;52;Pays de la Loire;9.8;23.5;16.65
2018-03-27;52;Pays de la Loire;7.35;15.45;11.4
2020-05-08;52;Pays de la Loire;12.85;21.25;17.05
2020-06-25;52;Pays de la Loire;18.55;32.3;25.42
2020-05-11;52;Pays de la Loire;8.0;13.9;10.95
2018-04-09;52;Pays de la Loire;10.8;15.9;13.35
2018-04-15;52;Pays de la Loire;8.05;17.15;12.6
2018-04-16;52;Pays de la Loire;7.7;16.95;12.32
2020-04-03;52;Pays de la Loire;3.55;15.75;9.65
2018-04-25;52;Pays de la Loire;10.1;17.4;13.75
2020-04-15;52;Pays de la Loire;5.2;21.5;13.35
2018-04-27;52;Pays de la Loire;5.4;16.95;11.18
2020-04-17;52;Pays de la Loire;13.45;22.85;18.15
2020-05-13;52;Pays de la Loire;7.2;16.95;12.08
2020-05-19;52;Pays de la Loire;7.4;25.35;16.38
2018-05-12;52;Pays de la Loire;9.55;12.75;11.15
2020-05-31;52;Pays de la Loire;14.35;26.2;20.27
2018-05-27;52;Pays de la Loire;14.2;24.65;19.42
2018-06-14;52;Pays de la Loire;10.95;20.3;15.62
2018-06-19;52;Pays de la Loire;12.95;25.0;18.98
2018-06-20;52;Pays de la Loire;15.45;29.65;22.55
2020-04-29;52;Pays de la Loire;9.9;15.2;12.55
2020-05-01;52;Pays de la Loire;10.0;17.15;13.58
2020-05-02;52;Pays de la Loire;9.75;16.4;13.08
2020-05-05;52;Pays de la Loire;12.15;19.4;15.78
2018-07-09;52;Pays de la Loire;18.75;28.7;23.72
2018-07-24;52;Pays de la Loire;19.3;31.95;25.62
2018-07-29;52;Pays de la Loire;16.25;23.85;20.05
2018-08-05;52;Pays de la Loire;19.45;33.55;26.5
2018-08-06;52;Pays de la Loire;18.3;34.95;26.62
2018-08-07;52;Pays de la Loire;18.6;32.2;25.4
2020-06-07;52;Pays de la Loire;5.9;20.65;13.28
2018-08-09;52;Pays de la Loire;14.55;21.35;17.95
2020-06-10;52;Pays de la Loire;10.15;18.55;14.35
2020-06-11;52;Pays de la Loire;11.85;17.3;14.58
2020-06-12;52;Pays de la Loire;12.15;20.1;16.12
2020-06-13;52;Pays de la Loire;11.9;20.4;16.15
2020-06-14;52;Pays de la Loire;13.35;21.0;17.18
2020-06-17;52;Pays de la Loire;11.35;20.5;15.92
2020-06-18;52;Pays de la Loire;11.1;20.15;15.62
2018-08-27;52;Pays de la Loire;17.65;24.85;21.25
2020-05-23;52;Pays de la Loire;12.1;20.8;16.45
2020-05-28;52;Pays de la Loire;15.35;27.05;21.2
2018-08-23;52;Pays de la Loire;16.3;24.85;20.58
2018-01-04;52;Pays de la Loire;9.45;14.2;11.82
2020-05-30;52;Pays de la Loire;13.1;26.5;19.8
2020-06-02;52;Pays de la Loire;13.95;30.5;22.22
2018-01-09;52;Pays de la Loire;4.2;10.3;7.25
2018-09-02;52;Pays de la Loire;11.25;25.15;18.2
2018-01-11;52;Pays de la Loire;5.3;10.6;7.95
2018-09-04;52;Pays de la Loire;15.25;25.5;20.38
2018-09-10;52;Pays de la Loire;12.1;26.15;19.12
2018-09-12;52;Pays de la Loire;11.45;28.25;19.85
2018-09-14;52;Pays de la Loire;11.85;22.45;17.15
2018-09-18;52;Pays de la Loire;17.15;25.6;21.38
2018-01-29;52;Pays de la Loire;9.0;11.65;10.32
2018-09-27;52;Pays de la Loire;9.45;27.8;18.62
2018-02-03;52;Pays de la Loire;0.55;7.8;4.18
2018-09-28;52;Pays de la Loire;10.0;25.35;17.67
2018-02-04;52;Pays de la Loire;2.3;5.25;3.78
2018-02-08;52;Pays de la Loire;-3.9;7.3;1.7
2018-10-06;52;Pays de la Loire;9.4;20.65;15.02
2018-10-09;52;Pays de la Loire;8.35;24.5;16.42
2018-10-16;52;Pays de la Loire;11.05;20.6;15.82
2018-10-20;52;Pays de la Loire;9.1;19.55;14.32
2018-10-23;52;Pays de la Loire;4.1;17.9;11.0
2018-10-25;52;Pays de la Loire;8.8;17.25;13.02
2018-11-07;52;Pays de la Loire;9.25;14.6;11.92
2020-06-08;52;Pays de la Loire;9.8;21.1;15.45
2018-11-24;52;Pays de la Loire;4.8;12.4;8.6
2020-06-21;52;Pays de la Loire;13.65;23.1;18.38
2018-12-01;52;Pays de la Loire;5.55;14.25;9.9
2020-06-22;52;Pays de la Loire;10.5;25.55;18.02
2020-06-24;52;Pays de la Loire;17.25;33.55;25.4
2018-12-08;52;Pays de la Loire;7.5;12.85;10.18
2018-12-10;52;Pays de la Loire;5.6;12.1;8.85
2018-12-11;52;Pays de la Loire;0.65;8.1;4.38
2018-12-12;52;Pays de la Loire;2.55;6.2;4.38
2018-12-13;52;Pays de la Loire;1.05;3.5;2.28
2018-12-17;52;Pays de la Loire;2.0;12.25;7.12
2018-12-20;52;Pays de la Loire;6.0;12.8;9.4
2018-12-21;52;Pays de la Loire;9.85;13.9;11.88
2018-12-23;52;Pays de la Loire;10.55;13.65;12.1
2018-12-31;52;Pays de la Loire;7.55;9.2;8.38
2019-01-05;52;Pays de la Loire;-2.05;4.95;1.45
2019-01-12;52;Pays de la Loire;4.45;10.1;7.28
2019-01-16;52;Pays de la Loire;-1.95;8.6;3.32
2019-01-27;52;Pays de la Loire;5.9;8.7;7.3
2019-01-31;52;Pays de la Loire;-0.15;9.2;4.53
2019-02-01;52;Pays de la Loire;2.35;8.75;5.55
2019-02-02;52;Pays de la Loire;3.35;6.75;5.05
2019-02-09;52;Pays de la Loire;8.0;12.25;10.12
2019-02-12;52;Pays de la Loire;-1.7;12.8;5.55
2020-07-10;52;Pays de la Loire;16.1;24.0;20.05
2019-02-17;52;Pays de la Loire;2.85;17.05;9.95
2020-07-13;52;Pays de la Loire;13.0;27.55;20.27
2020-07-15;52;Pays de la Loire;14.35;22.5;18.42
2019-02-28;52;Pays de la Loire;6.5;14.85;10.68
2019-03-01;52;Pays de la Loire;7.3;12.65;9.98
2019-03-06;52;Pays de la Loire;8.5;12.55;10.52
2020-07-25;52;Pays de la Loire;16.15;23.4;19.77
2020-07-30;52;Pays de la Loire;15.4;35.55;25.48
2020-08-01;52;Pays de la Loire;18.05;27.45;22.75
2020-08-02;52;Pays de la Loire;15.2;24.45;19.82
2020-08-05;52;Pays de la Loire;10.55;29.7;20.12
2020-08-09;52;Pays de la Loire;17.65;36.05;26.85
2019-03-20;52;Pays de la Loire;1.15;14.5;7.82
2019-03-22;52;Pays de la Loire;3.85;18.35;11.1
2019-03-29;52;Pays de la Loire;3.8;18.2;11.0
2020-08-21;52;Pays de la Loire;19.35;26.5;22.92
2020-08-23;52;Pays de la Loire;13.85;24.35;19.1
2020-09-02;52;Pays de la Loire;9.75;24.7;17.22
2020-12-11;52;Pays de la Loire;7.75;12.85;10.3
2020-12-14;52;Pays de la Loire;9.6;11.5;10.55
2020-12-21;52;Pays de la Loire;9.5;14.35;11.92
2020-09-08;52;Pays de la Loire;12.8;26.95;19.88
2021-01-19;52;Pays de la Loire;5.0;9.0;7.0
2020-09-09;52;Pays de la Loire;15.9;28.6;22.25
2021-01-20;52;Pays de la Loire;6.45;11.75;9.1
2021-01-21;52;Pays de la Loire;6.25;10.75;8.5
2020-09-12;52;Pays de la Loire;11.05;25.7;18.38
2021-01-27;52;Pays de la Loire;3.0;11.85;7.43
2020-09-18;52;Pays de la Loire;16.15;28.3;22.22
2020-09-20;52;Pays de la Loire;15.55;26.3;20.92
2020-09-22;52;Pays de la Loire;13.8;21.5;17.65
2020-12-29;52;Pays de la Loire;2.75;7.95;5.35
2020-12-31;52;Pays de la Loire;2.4;7.6;5.0
2021-01-12;52;Pays de la Loire;2.65;10.8;6.72
2021-01-15;52;Pays de la Loire;1.95;7.65;4.8
2020-09-28;52;Pays de la Loire;8.25;18.75;13.5
2021-02-11;52;Pays de la Loire;-5.05;-0.4;-2.72
2021-02-12;52;Pays de la Loire;-2.15;2.0;-0.08
2020-10-06;52;Pays de la Loire;12.2;16.3;14.25
2021-02-14;52;Pays de la Loire;-3.4;8.35;2.48
2020-10-09;52;Pays de la Loire;13.15;17.3;15.22
2021-02-18;52;Pays de la Loire;7.4;11.85;9.62
2021-02-23;52;Pays de la Loire;7.2;17.7;12.45
2021-02-24;52;Pays de la Loire;9.05;18.9;13.98
2020-10-16;52;Pays de la Loire;3.7;12.4;8.05
2020-10-17;52;Pays de la Loire;9.1;14.7;11.9
2021-01-24;52;Pays de la Loire;-2.1;8.6;3.25
2021-01-25;52;Pays de la Loire;0.9;7.15;4.03
2021-03-03;52;Pays de la Loire;5.9;16.5;11.2
2021-01-26;52;Pays de la Loire;-3.75;7.05;1.65
2021-01-28;52;Pays de la Loire;10.3;13.7;12.0
2021-02-06;52;Pays de la Loire;7.35;8.95;8.15
2021-02-07;52;Pays de la Loire;1.1;7.7;4.4
2021-02-08;52;Pays de la Loire;1.1;4.05;2.58
2020-10-21;52;Pays de la Loire;13.55;20.1;16.83
2020-10-22;52;Pays de la Loire;10.6;20.5;15.55
2020-10-24;52;Pays de la Loire;11.7;17.05;14.38
2020-11-06;52;Pays de la Loire;5.5;15.85;10.68
2020-11-09;52;Pays de la Loire;11.15;18.1;14.62
2021-02-22;52;Pays de la Loire;9.7;13.4;11.55
2021-02-28;52;Pays de la Loire;2.9;11.4;7.15
2021-03-04;52;Pays de la Loire;4.8;13.3;9.05
2021-03-14;52;Pays de la Loire;2.75;12.5;7.62
2021-03-16;52;Pays de la Loire;5.0;15.0;10.0
2021-03-18;52;Pays de la Loire;2.4;10.6;6.5
2021-03-21;52;Pays de la Loire;1.0;11.3;6.15
2021-03-23;52;Pays de la Loire;-0.25;15.45;7.6
2021-03-24;52;Pays de la Loire;-0.85;15.85;7.5
2020-11-17;52;Pays de la Loire;7.75;16.1;11.92
2020-11-19;52;Pays de la Loire;6.0;13.3;9.65
2020-11-21;52;Pays de la Loire;0.9;12.25;6.58
2021-04-02;52;Pays de la Loire;10.5;18.1;14.3
2021-04-07;52;Pays de la Loire;-2.65;11.65;4.5
2021-04-09;52;Pays de la Loire;2.65;17.8;10.23
2021-04-10;52;Pays de la Loire;8.95;13.85;11.4
2021-04-11;52;Pays de la Loire;4.9;9.75;7.32
2021-04-13;52;Pays de la Loire;1.7;12.3;7.0
2021-04-14;52;Pays de la Loire;2.6;13.35;7.98
2018-02-15;52;Pays de la Loire;6.65;12.5;9.57
2018-02-20;52;Pays de la Loire;8.65;12.0;10.32
2018-02-22;52;Pays de la Loire;-1.55;6.75;2.6
2021-03-09;52;Pays de la Loire;-3.6;11.65;4.03
2018-03-10;52;Pays de la Loire;11.15;16.9;14.02
2018-03-11;52;Pays de la Loire;9.5;15.35;12.42
2021-03-17;52;Pays de la Loire;6.3;13.5;9.9
2018-03-15;52;Pays de la Loire;7.25;13.1;10.18
2021-03-20;52;Pays de la Loire;1.25;12.3;6.78
2018-03-19;52;Pays de la Loire;-1.15;5.1;1.98
2021-03-29;52;Pays de la Loire;2.0;23.15;12.58
2021-03-30;52;Pays de la Loire;6.85;24.8;15.82
2018-03-24;52;Pays de la Loire;6.95;13.35;10.15
2021-04-03;52;Pays de la Loire;3.9;12.9;8.4
2018-03-26;52;Pays de la Loire;6.85;14.2;10.52
2021-04-06;52;Pays de la Loire;-1.85;9.75;3.95
2018-04-01;52;Pays de la Loire;2.9;12.4;7.65
2018-04-03;52;Pays de la Loire;9.8;13.65;11.72
2021-04-15;52;Pays de la Loire;1.7;12.35;7.02
2021-04-17;52;Pays de la Loire;3.65;15.0;9.32
2018-04-11;52;Pays de la Loire;6.45;17.0;11.72
2018-04-12;52;Pays de la Loire;10.1;19.05;14.58
2018-04-14;52;Pays de la Loire;8.9;17.3;13.1
2018-04-18;52;Pays de la Loire;9.25;26.65;17.95
2021-04-21;52;Pays de la Loire;5.5;20.35;12.92
2021-04-26;52;Pays de la Loire;8.05;19.4;13.73
2021-04-29;52;Pays de la Loire;4.1;15.75;9.93
2018-04-29;52;Pays de la Loire;9.2;11.15;10.18
2018-05-06;52;Pays de la Loire;12.3;27.2;19.75
2018-05-10;52;Pays de la Loire;10.25;18.7;14.48
2018-05-14;52;Pays de la Loire;7.65;18.0;12.82
2018-05-15;52;Pays de la Loire;8.95;23.3;16.12
2018-05-23;52;Pays de la Loire;12.5;24.5;18.5
2018-05-28;52;Pays de la Loire;14.4;26.55;20.48
2018-05-30;52;Pays de la Loire;16.25;23.05;19.65
2018-06-01;52;Pays de la Loire;15.2;22.3;18.75
2018-06-02;52;Pays de la Loire;12.15;25.8;18.98
2018-06-03;52;Pays de la Loire;15.8;27.45;21.62
2018-06-10;52;Pays de la Loire;15.3;25.2;20.25
2018-06-15;52;Pays de la Loire;14.0;22.8;18.4
2018-06-22;52;Pays de la Loire;10.85;22.55;16.7
2018-06-26;52;Pays de la Loire;16.45;29.35;22.9
2018-07-01;52;Pays de la Loire;20.7;32.65;26.67
2018-07-05;52;Pays de la Loire;16.85;25.3;21.08
2018-07-06;52;Pays de la Loire;16.55;27.7;22.12
2018-07-13;52;Pays de la Loire;16.75;28.8;22.78
2018-07-17;52;Pays de la Loire;17.0;26.1;21.55
2018-07-20;52;Pays de la Loire;15.15;24.8;19.98
2018-07-21;52;Pays de la Loire;13.85;25.05;19.45
2018-07-31;52;Pays de la Loire;17.55;26.15;21.85
2018-08-03;52;Pays de la Loire;18.9;35.2;27.05
2018-08-04;52;Pays de la Loire;19.65;33.25;26.45
2018-08-08;52;Pays de la Loire;16.95;26.7;21.82
2018-08-11;52;Pays de la Loire;10.85;26.15;18.5
2020-12-04;52;Pays de la Loire;2.05;8.05;5.05
2020-12-16;52;Pays de la Loire;6.4;11.05;8.72
2020-12-18;52;Pays de la Loire;7.3;12.25;9.78
2020-12-20;52;Pays de la Loire;6.15;12.9;9.52
2020-12-22;52;Pays de la Loire;13.4;15.45;14.42
2020-12-23;52;Pays de la Loire;9.8;13.8;11.8
2019-12-09;52;Pays de la Loire;7.95;12.15;10.05
2019-12-12;52;Pays de la Loire;2.0;12.1;7.05
2019-12-13;52;Pays de la Loire;7.55;13.4;10.48
2020-07-01;52;Pays de la Loire;17.75;22.85;20.3
2020-07-03;52;Pays de la Loire;11.95;22.55;17.25
2020-07-09;52;Pays de la Loire;13.35;28.65;21.0
2020-12-30;52;Pays de la Loire;0.2;8.3;4.25
2021-01-09;52;Pays de la Loire;-3.55;3.9;0.17
2021-04-28;52;Pays de la Loire;3.85;17.85;10.85
2019-06-11;52;Pays de la Loire;5.8;15.6;10.7
2019-06-12;52;Pays de la Loire;9.95;17.35;13.65
2019-06-22;52;Pays de la Loire;12.3;25.85;19.08
2019-06-29;52;Pays de la Loire;19.25;34.9;27.08
2019-07-06;52;Pays de la Loire;17.65;33.75;25.7
2019-07-10;52;Pays de la Loire;15.45;30.05;22.75
2019-07-15;52;Pays de la Loire;14.1;26.9;20.5
2019-07-16;52;Pays de la Loire;14.6;29.9;22.25
2019-07-22;52;Pays de la Loire;13.8;34.1;23.95
2019-08-01;52;Pays de la Loire;12.85;26.6;19.73
2019-08-06;52;Pays de la Loire;17.4;21.45;19.42
2019-08-11;52;Pays de la Loire;13.0;23.8;18.4
2019-08-14;52;Pays de la Loire;11.75;22.2;16.98
2019-08-17;52;Pays de la Loire;17.95;21.05;19.5
2019-08-31;52;Pays de la Loire;14.65;26.0;20.32
2019-09-06;52;Pays de la Loire;4.95;22.3;13.62
2019-09-17;52;Pays de la Loire;15.05;24.4;19.73
2019-09-18;52;Pays de la Loire;11.9;22.15;17.02
2019-09-19;52;Pays de la Loire;11.5;22.45;16.98
2019-09-25;52;Pays de la Loire;14.35;19.0;16.67
2019-09-26;52;Pays de la Loire;16.3;20.1;18.2
2019-10-08;52;Pays de la Loire;13.3;17.35;15.32
2019-10-14;52;Pays de la Loire;13.75;21.35;17.55
2019-10-16;52;Pays de la Loire;12.95;16.2;14.58
2019-10-18;52;Pays de la Loire;10.4;17.0;13.7
2019-10-19;52;Pays de la Loire;10.55;16.6;13.58
